"company_id","company_name","timestamp","date","project_id","id","reason"
"M000680","捷邦精密科技股份有限公司",1632914053000,"2021-09-29 19:14:13","1001371","1001371-M000680","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000577","江苏通行宝智慧交通科技股份有限公司",1633011864000,"2021-09-30 22:24:24","1001117","1001117-M000577","2021年09月30日，江苏通行宝智慧交通科技股份有限公司因IPO注册申请文件中记载的财务资料已过有效期，需要补充提交，根据《创业板首次公开发行股票注册管理办法（试行）》第二十九条的相关规定，其发行注册程序中止。"
"M000571","深圳市一博科技股份有限公司",1616506282000,"2021-03-23 21:31:22","1001222","1001222-M000571","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000108","哈尔滨森鹰窗业股份有限公司",1611841919000,"2021-01-28 21:51:59","1001228","1001228-M000108","2021年1月28日，发行人及保荐人主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000108","正业设计股份有限公司",1632812400000,"2021-09-28 15:00:00","1001587","1001587-M000108","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000262","浙江亿得新材料股份有限公司",1648212576000,"2022-03-25 20:49:36","1001893","1001893-M000262","因受新冠疫情影响，发行人及保荐人主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000683","熵基科技股份有限公司",1616137200000,"2021-03-19 15:00:00","1001179","1001179-M000683","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000108","山东奥扬新能源科技股份有限公司",1608283856000,"2020-12-18 17:30:56","1000928","1000928-M000108","因发行人及保荐人更新财务资料，主动申请中止上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000680","北京生泰尔科技股份有限公司",1633011864000,"2021-09-30 22:24:24","1001553","1001553-M000680","2021年09月30日，北京生泰尔科技股份有限公司因IPO申请文件中记载的财务资料已过有效期，需要补充提交，根据《深圳证券交易所创业板股票发行上市审核规则》的相关规定，本所中止其发行上市审核。"
"M000262","厦门致善生物科技股份有限公司",1648710000000,"2022-03-31 15:00:00","1001878","1001878-M000262","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000680","浙江恒达新材料股份有限公司",1629299496000,"2021-08-18 23:11:36","1001420","1001420-M000680","发行人律师北京市天元律师事务所被中国证监会立案调查，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000108","浙江硕华生命科学研究股份有限公司",1650006000000,"2022-04-15 15:00:00","1002019","1002019-M000108","因受新冠疫情影响，发行人及保荐人主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000577","大连达利凯普科技股份公司",1632913918000,"2021-09-29 19:11:58","1001565","1001565-M000577","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000633","鑫磊压缩机股份有限公司",1633011864000,"2021-09-30 22:24:24","1001437","1001437-M000633","2021年09月30日，鑫磊压缩机股份有限公司因IPO申请文件中记载的财务资料已过有效期，需要补充提交，根据《深圳证券交易所创业板股票发行上市审核规则》的相关规定，本所中止其发行上市审核。"
"M000577","昆山丘钛微电子科技股份有限公司",1632812400000,"2021-09-28 15:00:00","1001613","1001613-M000577","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000227","苏州英华特涡旋技术股份有限公司",1648537200000,"2022-03-29 15:00:00","1001636","1001636-M000227","因受新冠疫情影响，发行人及保荐人主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000680","固高科技股份有限公司",1647932400000,"2022-03-22 15:00:00","1001874","1001874-M000680","因受新冠疫情影响，发行人及保荐人主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000262","深圳市景创科技电子股份有限公司",1648626481000,"2022-03-30 15:48:01","1001500","1001500-M000262","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000227","金禄电子科技股份有限公司",1616655600000,"2021-03-25 15:00:00","1001174","1001174-M000227","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000001","东莞市凯格精机股份有限公司",1615884897000,"2021-03-16 16:54:57","1001110","1001110-M000001","2021年3月16日，因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000262","山东新巨丰科技包装股份有限公司",1607415514000,"2020-12-08 16:18:34","1000931","1000931-M000262","因发行人及保荐人更新财务资料，主动申请中止上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000262","易点天下网络科技股份有限公司",1601482201000,"2020-10-01 00:10:01","1000111","1000111-M000262","2020年10月01日，易点天下网络科技股份有限公司因IPO申请文件中记载的财务资料已过有效期需要补充提交，本所中止其发行上市审核。"
"M000673","苏州莱恩精工合金股份有限公司",1629299186000,"2021-08-18 23:06:26","1001561","1001561-M000673","发行人律师北京市天元律师事务所被中国证监会立案调查，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000184","四川中泰联合设计股份有限公司",1651223252000,"2022-04-29 17:07:32","1001466","1001466-M000184","2022年4月25日，四川中泰联合设计股份有限公司申请撤回发行上市申请文件。根据《深圳证券交易所创业板股票发行上市审核规则》第六十七条，本所决定终止对其首次公开发行股票并在创业板上市的审核。"
"M000625","陕西红星美羚乳业股份有限公司",1600783806000,"2020-09-22 22:10:06","1000468","1000468-M000625","因发行人及保荐人更新财务资料，主动申请中止上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000262","八马茶业股份有限公司",1632821061000,"2021-09-28 17:24:21","1001373","1001373-M000262","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000013","昆山亚香香料股份有限公司",1595401200000,"2020-07-22 15:00:00","1000381","1000381-M000013","7月20日，昆山亚香香料股份有限公司因保荐人被中国证监会暂停保荐机构资格，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条第一款第（三）项的规定，本所中止其发行上市审核。"
"M000633","江苏原力数字科技股份有限公司",1633011864000,"2021-09-30 22:24:24","1001581","1001581-M000633","2021年09月30日，江苏原力数字科技股份有限公司因IPO申请文件中记载的财务资料已过有效期，需要补充提交，根据《深圳证券交易所创业板股票发行上市审核规则》的相关规定，本所中止其发行上市审核。"
"M000680","北京弘成立业科技股份有限公司",1600248973000,"2020-09-16 17:36:13","1000001","1000001-M000680","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000633","上海美农生物科技股份有限公司",1629299628000,"2021-08-18 23:13:48","1001392","1001392-M000633","发行人律师北京市天元律师事务所因被中国证监会立案调查，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000025","江西杏林白马药业股份有限公司",1616583431000,"2021-03-24 18:57:11","1001196","1001196-M000025","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000128","上海辛帕智能科技股份有限公司",1652857200000,"2022-05-18 15:00:00","1001496","1001496-M000128","2022年5月13日，上海辛帕智能科技股份有限公司申请撤回发行上市申请文件。根据《深圳证券交易所创业板股票发行上市审核规则》第六十七条，本所决定终止对其首次公开发行股票并在创业板上市的审核。"
"M000680","北京中亦安图科技股份有限公司",1600671600000,"2020-09-21 15:00:00","1000768","1000768-M000680","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定同意发行人中止审核。"
"M000637","安徽五粮泰生物工程股份有限公司",1648728001000,"2022-03-31 20:00:01","1001922","1001922-M000637","2022年03月31日，安徽五粮泰生物工程股份有限公司因IPO申请文件中记载的财务资料已过有效期，需要补充提交，根据《深圳证券交易所创业板股票发行上市审核规则》的相关规定，本所中止其发行上市审核。"
"M000571","比亚迪半导体股份有限公司",1629299450000,"2021-08-18 23:10:50","1001583","1001583-M000571","因发行人律师北京市天元律师事务所被中国证监会立案调查，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000673","矩阵纵横设计股份有限公司",1633011864000,"2021-09-30 22:24:24","1001469","1001469-M000673","2021年09月30日，矩阵纵横设计股份有限公司因IPO申请文件中记载的财务资料已过有效期，需要补充提交，根据《深圳证券交易所创业板股票发行上市审核规则》的相关规定，本所中止其发行上市审核。"
"M000001","浙江优全护理用品科技股份有限公司",1641884400000,"2022-01-11 15:00:00","1001032","1001032-M000001","2022年1月7日，浙江优全护理用品科技股份有限公司申请撤回发行上市申请文件。根据《深圳证券交易所创业板股票发行上市审核规则》第六十七条，本所决定终止对其首次公开发行股票并在创业板上市的审核。"
"M000618","福建久策气体股份有限公司",1617207002000,"2021-04-01 00:10:02","1001243","1001243-M000618","2021年04月01日，福建久策气体股份有限公司因IPO申请文件中记载的财务资料已过有效期，需要补充提交，根据《深圳证券交易所创业板股票发行上市审核规则》的相关规定，本所中止其发行上市审核。"
"M000108","杭州潜阳科技股份有限公司",1617207002000,"2021-04-01 00:10:02","1001163","1001163-M000108","2021年04月01日，杭州潜阳科技股份有限公司因IPO申请文件中记载的财务资料已过有效期，需要补充提交，根据《深圳证券交易所创业板股票发行上市审核规则》的相关规定，本所中止其发行上市审核。"
"M000104","吉林省西点药业科技发展股份有限公司",1600693063000,"2020-09-21 20:57:43","1000692","1000692-M000104","因发行人及保荐人更新财务资料，主动申请中止上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000681","兆讯传媒广告股份有限公司",1608275927000,"2020-12-18 15:18:47","1000963","1000963-M000681","2020年12月17日，因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000577","成都倍特药业股份有限公司",1633011864000,"2021-09-30 22:24:24","1000633","1000633-M000577","2021年09月30日，成都倍特药业股份有限公司因IPO注册申请文件中记载的财务资料已过有效期，需要补充提交，根据《创业板首次公开发行股票注册管理办法（试行）》第二十九条的相关规定，其发行注册程序中止。"
"M000571","万凯新材料股份有限公司",1617007196000,"2021-03-29 16:39:56","1001180","1001180-M000571","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000621","中汽研汽车试验场股份有限公司",1617207002000,"2021-04-01 00:10:02","1001246","1001246-M000621","2021年04月01日，中汽研汽车试验场股份有限公司因IPO申请文件中记载的财务资料已过有效期，需要补充提交，根据《深圳证券交易所创业板股票发行上市审核规则》的相关规定，本所中止其发行上市审核。"
"M000681","江苏中恒宠物用品股份有限公司",1642402800000,"2022-01-17 15:00:00","1001938","1001938-M000681","2022年1月13日，江苏中恒宠物用品股份有限公司申请撤回发行上市申请文件。根据《深圳证券交易所创业板股票发行上市审核规则》第六十七条，本所决定终止对其首次公开发行股票并在创业板上市的审核。"
"M000023","深圳市美的连医疗电子股份有限公司",1616486214000,"2021-03-23 15:56:54","1001209","1001209-M000023","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000001","深圳市城市交通规划设计研究中心股份有限公司",1601482201000,"2020-10-01 00:10:01","1000723","1000723-M000001","2020年10月01日，深圳市城市交通规划设计研究中心股份有限公司因IPO申请文件中记载的财务资料已过有效期需要补充提交，本所中止其发行上市审核。"
"M000011","江西百胜智能科技股份有限公司",1600939399000,"2020-09-24 17:23:19","1000767","1000767-M000011","因发行人及保荐人更新财务资料，主动申请中止上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000262","西藏多瑞医药股份有限公司",1607256316000,"2020-12-06 20:05:16","1000979","1000979-M000262","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000642","广东真美食品股份有限公司",1608040038000,"2020-12-15 21:47:18","1000904","1000904-M000642","2020年12月15日，因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000227","福建飞通通讯科技股份有限公司",1630318170000,"2021-08-30 18:09:30","1001415","1001415-M000227","2021年8月27日，福建飞通通讯科技股份有限公司申请撤回发行上市申请文件。根据《深圳证券交易所创业板股票发行上市审核规则》第六十七条，本所决定终止对其首次公开发行股票并在创业板上市的审核。"
"M000262","浙江明士达股份有限公司",1630393200000,"2021-08-31 15:00:00","1001467","1001467-M000262","2021年8月18日，浙江明士达股份有限公司申请撤回发行上市申请文件。根据《深圳证券交易所创业板股票发行上市审核规则》第六十七条，本所决定终止对其首次公开发行股票并在创业板上市的审核。"
"M000656","山东寿光市坤隆石油机械股份有限公司",1616482800000,"2021-03-23 15:00:00","1001261","1001261-M000656","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000013","杭州星华反光材料股份有限公司",1600693104000,"2020-09-21 20:58:24","1000605","1000605-M000013","因发行人及保荐人更新财务资料，主动申请中止上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000001","北京亚康万玮信息技术股份有限公司",1600939444000,"2020-09-24 17:24:04","1000555","1000555-M000001","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000625","可孚医疗科技股份有限公司",1601367807000,"2020-09-29 16:23:27","1000708","1000708-M000625","因发行人及保荐人更新财务资料，主动申请中止上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000673","金埔园林股份有限公司",1595401200000,"2020-07-22 15:00:00","1000359","1000359-M000673","7月20日，金埔园林股份有限公司因保荐人被中国证监会暂停保荐机构资格，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条第一款第（三）项的规定，本所中止其发行上市审核。"
"M000680","北京蓝色星际科技股份有限公司",1616569200000,"2021-03-24 15:00:00","1001275","1001275-M000680","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000011","深圳市乾德电子股份有限公司",1600335328000,"2020-09-17 17:35:28","1000523","1000523-M000011","因发行人及保荐人更新财务资料，主动申请中止上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000686","江苏视科新材料股份有限公司",1616751217000,"2021-03-26 17:33:37","1001012","1001012-M000686","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000648","广州至信药业股份有限公司",1601482201000,"2020-10-01 00:10:01","1000755","1000755-M000648","2020年10月01日，广州至信药业股份有限公司因IPO申请文件中记载的财务资料已过有效期需要补充提交，本所中止其发行上市审核。"
"M000642","广东润科生物工程股份有限公司",1617207002000,"2021-04-01 00:10:02","1001114","1001114-M000642","2021年04月01日，广东润科生物工程股份有限公司因IPO申请文件中记载的财务资料已过有效期，需要补充提交，根据《深圳证券交易所创业板股票发行上市审核规则》的相关规定，本所中止其发行上市审核。"
"M000228","江苏傲伦达科技实业股份有限公司",1608102000000,"2020-12-16 15:00:00","1000974","1000974-M000228","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000184","东莞怡合达自动化股份有限公司",1600434520000,"2020-09-18 21:08:40","1000099","1000099-M000184","因发行人及保荐人更新财务资料，主动申请中止上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000680","广东申菱环境系统股份有限公司",1600177874000,"2020-09-15 21:51:14","1000325","1000325-M000680","因发行人及保荐人更新财务资料，主动申请中止上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000104","中集车辆（集团）股份有限公司",1599478846000,"2020-09-07 19:40:46","1000825","1000825-M000104","因发行人及保荐人更新财务资料，主动申请中止上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000108","南京雷尔伟新技术股份有限公司",1600424894000,"2020-09-18 18:28:14","1000548","1000548-M000108","因发行人及保荐人更新财务资料，主动申请中止上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000001","福建省铁拓机械股份有限公司",1612335600000,"2021-02-03 15:00:00","1000924","1000924-M000001","2021年2月1日，福建省铁拓机械股份有限公司申请撤回发行上市申请文件。根据《深圳证券交易所创业板股票发行上市审核规则》第六十七条，本所决定终止对其首次公开发行股票并在创业板上市的审核。"
"M000577","江苏恒辉安防股份有限公司",1595338350000,"2020-07-21 21:32:30","1000487","1000487-M000577","7月20日，江苏恒辉安防股份有限公司因保荐人被中国证监会暂停保荐机构资格，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条第一款第（三）项的规定，本所中止其发行上市审核。"
"M000680","浙江华剑智能装备股份有限公司",1600440590000,"2020-09-18 22:49:50","1000404","1000404-M000680","因发行人及保荐人更新财务资料，主动申请中止上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000227","江苏安凯特科技股份有限公司",1601482201000,"2020-10-01 00:10:01","1000393","1000393-M000227","2020年10月01日，江苏安凯特科技股份有限公司因IPO申请文件中记载的财务资料已过有效期需要补充提交，本所中止其发行上市审核。"
"M000262","大运汽车股份有限公司",1600086031000,"2020-09-14 20:20:31","1000495","1000495-M000262","因发行人及保荐人更新财务资料，主动申请中止上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000184","深圳市德明利技术股份有限公司",1612868789000,"2021-02-09 19:06:29","1000921","1000921-M000184","2021年2月5日，深圳市德明利技术股份有限公司申请撤回发行上市申请文件。根据《深圳证券交易所创业板股票发行上市审核规则》第六十七条，本所决定终止对其首次公开发行股票并在创业板上市的审核。"
"M000262","恐龙园文化旅游集团股份有限公司",1600671600000,"2020-09-21 15:00:00","1000698","1000698-M000262","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定同意发行人中止审核。"
"M000262","创智和宇信息技术股份有限公司",1600440529000,"2020-09-18 22:48:49","1000599","1000599-M000262","因发行人及保荐人更新财务资料，主动申请中止发行上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000227","北京贝尔生物工程股份有限公司",1600338985000,"2020-09-17 18:36:25","1000521","1000521-M000227","因发行人及保荐人更新财务资料，主动申请中止上市审核程序，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条的相关规定，本所中止其发行上市审核。"
"M000287","江苏镇江建筑科学研究院集团股份有限公司",1612952593000,"2021-02-10 18:23:13","1001219","1001219-M000287","2021年2月9日,江苏镇江建筑科学研究院集团股份有限公司申请撤回发行上市申请文件。根据《深圳证券交易所创业板股票发行上市审核规则》第六十七条，本所决定终止对其首次公开发行股票并在创业板上市的审核。"
"M000287","江苏恒兴新材料科技股份有限公司",1612953760000,"2021-02-10 18:42:40","1001189","1001189-M000287","2021年2月9日，江苏恒兴新材料科技股份有限公司申请撤回发行上市申请文件。根据《深圳证券交易所创业板股票发行上市审核规则》第六十七条，本所决定终止对其首次公开发行股票并在创业板上市的审核。"
"M000108","苏州湘园新材料股份有限公司",1612962832000,"2021-02-10 21:13:52","1000978","1000978-M000108","苏州湘园新材料股份有限公司申请撤回发行上市申请文件，根据《深圳证券交易所创业板股票发行上市审核规则》第六十七条，本所决定终止对其首次公开发行股票并在创业板上市的审核。"
"M000664","格林生物科技股份有限公司",1613631600000,"2021-02-18 15:00:00","1001178","1001178-M000664","2021年2月10日,格林生物申请撤回发行上市申请文件。根据《深圳证券交易所创业板股票发行上市审核规则》第六十七条，本所决定终止对其首次公开发行股票并在创业板上市的审核。"
"M000032","深圳市晶台股份有限公司",1595401200000,"2020-07-22 15:00:00","1000373","1000373-M000032","7月20日，深圳市晶台股份有限公司因保荐人被中国证监会暂停保荐机构资格，根据《深圳证券交易所创业板股票发行上市审核规则》第六十四条第一款第（三）项的规定，本所中止其发行上市审核。"
