"project_id","intermediary_id","id","name","job_type","job_title"
"460","0_1035","523286","林剑辉",23,"保荐代表人B"
"460","0_1035","523287","郑亦轩",24,"项目协办人"
"460","20012","523300","肖厚发",31,"会计事务所负责人"
"460","20012","523301","郑磊",32,"签字会计师A"
"460","20012","523302","刘润",33,"签字会计师B"
"460","10003","523305","王丽",41,"律师事务所负责人"
"460","10003","523306","沈宏山",42,"签字律师A"
"460","10003","523307","李晓新",43,"签字律师B"
"460","10003","523308","李珍慧",44,"签字律师C（或有）"
"460","30063","523310","肖力",51,"评估事务所负责人"
"460","30063","523311","方强",52,"签字评估师A"
"460","30063","523312","周琴",53,"签字评估师B（如有）"
"740","0_1095","521364","刘乃生",21,"保荐业务负责人"
"740","0_1095","521368","吴继平",23,"保荐代表人B"
"740","0_1095","521369","周傲尘",24,"项目协办人"
"740","0_1095","521367","徐超",22,"保荐代表人A"
"740","20024","521382","郑启华",31,"会计事务所负责人"
"740","20024","521383","曹小勤",32,"签字会计师A"
"740","20024","521384","方丽芳",33,"签字会计师B"
"740","10004","521387","顾功耘",41,"律师事务所负责人"
"740","10004","521388","张霞",42,"签字律师A"
"740","10004","521389","董宇",43,"签字律师B"
"740","30040","521392","马丽华",51,"评估事务所负责人"
"740","30040","521393","陈景侠",52,"签字评估师A"
"740","30040","521394","修雪嵩",53,"签字评估师B（如有）"
"796","0_1089","522561","吴国舫",21,"保荐业务负责人"
"796","0_1089","522564","乔娜",22,"保荐代表人A"
"1076","0_1096","905902","马尧",21,"保荐业务负责人"
"1076","0_1096","905905","谢雯",22,"保荐代表人A"
"1076","20007","905922","吴萌",33,"签字会计师B"
"1076","10014","905925","朱小辉",41,"律师事务所负责人"
"1076","10014","905926","张雅娟",42,"签字律师A"
"1143","0_1047","920993","唐松华",21,"保荐业务负责人"
"1143","0_1047","920996","李皓",22,"保荐代表人A"
"1143","0_1047","920997","季李华",23,"保荐代表人B"
"1143","20029","921013","钱华丽",33,"签字会计师B"
"1143","10011","921016","乔佳平",41,"律师事务所负责人"
"1143","10011","921017","苗丁",42,"签字律师A"
"1035","20007","919191","施丹丹",32,"签字会计师A"
"1035","10038","919195","韩炯",41,"律师事务所负责人"
"1035","10038","919196","李仲英",42,"签字律师A"
"1076","0_1096","905906","苗涛",23,"保荐代表人B"
"1076","0_1096","905907","任梦飞",24,"项目协办人"
"1076","10014","905927","谢发友",43,"签字律师B"
"1143","10011","921018","李沁颖",43,"签字律师B"
"1143","30063","921021","肖力",51,"评估事务所负责人"
"1143","30063","921023","李丽",53,"签字评估师B（如有）"
"1098","0_1058","920307","杨卫东",21,"保荐业务负责人"
"1098","0_1058","920310","王璐",22,"保荐代表人A"
"1098","0_1058","920311","黄立超",23,"保荐代表人B"
"1098","0_1058","920312","吴哲",24,"项目协办人"
"1098","20012","920327","金珊",33,"签字会计师B"
"1035","0_1096","919172","马尧",21,"保荐业务负责人"
"1035","10038","919197","夏青",43,"签字律师B"
"1035","30021","919200","商光太",51,"评估事务所负责人"
"1035","30021","919201","朱小波",52,"签字评估师A"
"1076","20007","905920","梁春",31,"会计事务所负责人"
"1076","20007","905921","张瑞",32,"签字会计师A"
"1098","20012","920328","李伟",34,"签字会计师C（或有）"
"1098","20012","920325","肖厚发",31,"会计事务所负责人"
"1098","20012","920326","胡新荣",32,"签字会计师A"
"1098","10003","920330","王丽",41,"律师事务所负责人"
"1098","10003","920331","张磊",42,"签字律师A"
"1098","10003","920332","李珍慧",43,"签字律师B"
"1098","10003","920333","李浩源",44,"签字律师C（或有）"
"1098","30063","920335","肖力",51,"评估事务所负责人"
"1195","0_1096","905300","马尧",21,"保荐业务负责人"
"1195","0_1096","905303","陈泽",22,"保荐代表人A"
"1195","0_1096","905304","何洋",23,"保荐代表人B"
"1195","0_1096","905305","董凡",24,"项目协办人"
"1195","20012","905318","肖厚发",31,"会计事务所负责人"
"1195","20012","905319","高平",32,"签字会计师A"
"1195","20012","905320","陆西",33,"签字会计师B"
"1195","20012","905321","马千里",34,"签字会计师C（或有）"
"1195","10008","905323","张利国",41,"律师事务所负责人"
"1195","10008","905324","胡琪",42,"签字律师A"
"1195","10008","905325","董一平",43,"签字律师B"
"1195","30038","905329","陈林根",52,"签字评估师A"
"1195","30038","905330","孙业林",53,"签字评估师B（如有）"
"1195","30038","905328","王小敏",51,"评估事务所负责人"
"1263","0_1084","904492","王治鉴",21,"保荐业务负责人"
"1263","0_1084","904495","杜元灿",22,"保荐代表人A"
"1263","0_1084","904496","李成江",23,"保荐代表人B"
"1263","0_1084","904497","徐睿",24,"项目协办人"
"1263","20012","904510","肖厚发",31,"会计事务所负责人"
"1048","0_1002","915652","王连志",21,"保荐业务负责人"
"1048","0_1002","915655","孙健",22,"保荐代表人A"
"1048","0_1002","915656","万能鑫",23,"保荐代表人B"
"1048","0_1002","915657","金杭兴",24,"项目协办人"
"1048","20012","915670","肖厚发",31,"会计事务所负责人"
"1048","20012","915671","冉士龙",32,"签字会计师A"
"1048","20012","915672","廖蕊",33,"签字会计师B"
"1035","0_1096","919175","杨凌",22,"保荐代表人A"
"1035","0_1096","919176","姜浩",23,"保荐代表人B"
"1035","0_1096","919177","王晋阳",24,"项目协办人"
"1035","20007","919192","张海霞",33,"签字会计师B"
"1035","20007","919190","梁春",31,"会计事务所负责人"
"1076","10014","905928","李化",44,"签字律师C（或有）"
"1076","30075","905930","刘秀平",51,"评估事务所负责人"
"1143","0_1047","920998","薛杰",24,"项目协办人"
"1143","20029","921011","李惠琦",31,"会计事务所负责人"
"1143","20029","921012","江永辉",32,"签字会计师A"
"1143","30063","921022","杨颖锋",52,"签字评估师A"
"1261","0_1002","908988","廖笑非",21,"保荐业务负责人"
"1261","0_1002","908991","董金",22,"保荐代表人A"
"1261","0_1002","908992","刘溪",23,"保荐代表人B"
"1261","0_1002","908993","丁雯",24,"项目协办人"
"1261","20015","909006","杨志国",31,"会计事务所负责人"
"1261","20015","909007","高飞",32,"签字会计师A"
"1261","20015","909008","肖骅",33,"签字会计师B"
"1261","10009","909011","王玲",41,"律师事务所负责人"
"1261","10009","909012","杨振华",42,"签字律师A"
"1261","10009","909013","单颖之",43,"签字律师B"
"1261","30041","909016","左英浩",51,"评估事务所负责人"
"1261","30041","909017","钱进",52,"签字评估师A"
"1261","30041","909018","卫红",53,"签字评估师B（如有）"
"1137","0_1095","920183","刘乃生",21,"保荐业务负责人"
"1137","0_1095","920186","张林",22,"保荐代表人A"
"1137","0_1095","920187","侯顺",23,"保荐代表人B"
"1137","0_1095","920188","闫思宇",24,"项目协办人"
"1137","20007","920201","梁春",31,"会计事务所负责人"
"1137","20007","920202","丛存",32,"签字会计师A"
"1137","20007","920203","邱凌凌",33,"签字会计师B"
"1137","11027","920206","胡德冰",41,"律师事务所负责人"
"1137","11027","920207","胡德冰",42,"签字律师A"
"1137","11027","920208","刘月玲",43,"签字律师B"
"1137","11027","920209","杜亚宁",44,"签字律师C（或有）"
"1137","30060","920211","胡智",51,"评估事务所负责人"
"1137","30060","920212","弓国英",52,"签字评估师A"
"1080","0_1095","912250","陈峥",24,"项目协办人"
"1080","0_1095","912245","刘乃生",21,"保荐业务负责人"
"1080","0_1095","912248","黎江",22,"保荐代表人A"
"1080","0_1095","912249","贺立垚",23,"保荐代表人B"
"1080","20034","912269","马玲",33,"签字会计师B"
"1200","0_1084","890968","郭文倩",22,"保荐代表人A"
"1200","0_1084","890969","江敬良",23,"保荐代表人B"
"1200","0_1084","890970","经枫",24,"项目协办人"
"1200","0_1084","890965","王治鉴",21,"保荐业务负责人"
"1200","20012","890983","肖厚发",31,"会计事务所负责人"
"1200","20012","890984","廖传宝",32,"签字会计师A"
"1200","20012","890985","张冉冉",33,"签字会计师B"
"1200","20012","890986","唐保凤",34,"签字会计师C（或有）"
"1200","11420","890988","李强",41,"律师事务所负责人"
"1200","11420","890989","许航",42,"签字律师A"
"1200","11420","890990","蔡澄智",43,"签字律师B"
"1200","30063","890993","肖力",51,"评估事务所负责人"
"1200","30063","890994","许辉",52,"签字评估师A"
"1200","30063","890995","杨花",53,"签字评估师B（如有）"
"1200","30063","890996","朱小宇",54,"签字评估师C（如有）"
"1080","20034","912267","石文先",31,"会计事务所负责人"
"1080","20034","912268","王明璀",32,"签字会计师A"
"1080","10008","912273","王冠",42,"签字律师A"
"1080","10008","912274","孟文翔",43,"签字律师B"
"1080","10008","912275","王凤",44,"签字律师C（或有）"
"1080","10008","912272","张利国",41,"律师事务所负责人"
"1080","30027","912277","胡家望",51,"评估事务所负责人"
"1080","30027","912278","杨涛",52,"签字评估师A"
"1080","30027","912279","吴峰",53,"签字评估师B（如有）"
"1166","0_1087","909957","徐慧芬",22,"保荐代表人A"
"1090","0_1088","911956","陈琨",21,"保荐业务负责人"
"1090","0_1088","911959","吉丽娜",22,"保荐代表人A"
"1090","0_1088","911960","牟军",23,"保荐代表人B"
"1090","0_1088","911961","侯丽萍",24,"项目协办人"
"1090","20024","911974","钟建国",31,"会计事务所负责人"
"1090","20024","911975","顾洪涛",32,"签字会计师A"
"1090","20024","911976","陈灵灵",33,"签字会计师B"
"1090","10004","911979","顾功耘",41,"律师事务所负责人"
"1090","10004","911980","乔文湘",42,"签字律师A"
"1090","10004","911981","夏瑜杰",43,"签字律师B"
"1090","30032","911984","俞华开",51,"评估事务所负责人"
"1090","30032","911985","韩桂华",52,"签字评估师A"
"1090","30032","911986","陆婷婷",53,"签字评估师B（如有）"
"1139","10004","919683","顾功耘",41,"律师事务所负责人"
"1176","20025","917357","韩雁光",32,"签字会计师A"
"1176","20025","917359","潘平平",34,"签字会计师C（或有）"
"1176","20025","917358","杨勇",33,"签字会计师B"
"1176","10015","917365","张亦迪",45,"签字律师D（或有）"
"1176","10015","917361","杨晨",41,"律师事务所负责人"
"1176","10015","917363","郑素文",43,"签字律师B"
"1176","10015","917364","安娜",44,"签字律师C（或有）"
"1176","30023","917368","李迟",53,"签字评估师B（如有）"
"1210","0_1084","904732","王治鉴",21,"保荐业务负责人"
"1210","0_1084","904735","姜博",22,"保荐代表人A"
"1210","0_1084","904736","王越",23,"保荐代表人B"
"1210","0_1084","904737","汪军鹏",24,"项目协办人"
"1210","20015","904750","杨志国",31,"会计事务所负责人"
"1210","20015","904751","魏琴",32,"签字会计师A"
"1144","0_1033","827657","谌传立",21,"保荐业务负责人"
"1144","0_1033","827660","楼瑜",22,"保荐代表人A"
"1144","0_1033","827661","钱婧",23,"保荐代表人B"
"1144","0_1033","827662","郑琪瑶",24,"项目协办人"
"1144","20024","827675","郑启华",31,"会计事务所负责人"
"1144","20024","827676","陆俊洁",32,"签字会计师A"
"1144","20024","827677","王佳婧",33,"签字会计师B"
"1144","10011","827680","乔佳平",41,"律师事务所负责人"
"1144","10011","827681","张小燕",42,"签字律师A"
"1144","10011","827682","张琪炜",43,"签字律师B"
"1144","10011","827683","石志远",44,"签字律师C（或有）"
"1144","10011","827684","郭备",45,"签字律师D（或有）"
"1144","30032","827688","章雪婷",54,"签字评估师C（如有）"
"1144","30032","827685","俞华开",51,"评估事务所负责人"
"1144","30032","827686","周越",52,"签字评估师A"
"1210","20015","904752","彭敏琴",33,"签字会计师B"
"1210","20015","904753","里全",34,"签字会计师C（或有）"
"1210","10009","904755","王玲",41,"律师事务所负责人"
"1210","10009","904756","潘渝嘉",42,"签字律师A"
"1210","10009","904757","王建学",43,"签字律师B"
"1210","10009","904758","陈俊宇",44,"签字律师C（或有）"
"1210","30038","904760","王小敏",51,"评估事务所负责人"
"1210","30038","904761","郭韵瑆",52,"签字评估师A"
"1210","30038","904762","陶一平",53,"签字评估师B（如有）"
"1131","0_1096","919052","马尧",21,"保荐业务负责人"
"1131","0_1096","919055","金田",22,"保荐代表人A"
"1131","0_1096","919056","杨波",23,"保荐代表人B"
"1131","20024","919070","郑启华",31,"会计事务所负责人"
"1131","20024","919071","胡友邻",32,"签字会计师A"
"1131","20024","919072","冯益祥",33,"签字会计师B"
"1176","0_1028","917338","姜文国",21,"保荐业务负责人"
"1176","0_1028","917341","李鸿",22,"保荐代表人A"
"1176","0_1028","917342","汤军",23,"保荐代表人B"
"1176","0_1028","917343","赵健",24,"项目协办人"
"1176","20025","917356","邱靖之",31,"会计事务所负责人"
"1176","10015","917362","刘胤宏",42,"签字律师A"
"1139","0_1047","919660","唐松华",21,"保荐业务负责人"
"1139","0_1047","919663","姚黎",22,"保荐代表人A"
"1139","0_1047","919664","范哲",23,"保荐代表人B"
"1139","0_1047","919665","樊文澜",24,"项目协办人"
"1139","20012","919678","肖厚发",31,"会计事务所负责人"
"1139","20012","919679","潘汝彬",32,"签字会计师A"
"1139","20012","919680","廖蕊",33,"签字会计师B"
"1139","20012","919681","郝梦星",34,"签字会计师C（或有）"
"1139","10004","919685","王超",43,"签字律师B"
"1139","10004","919684","孙钻",42,"签字律师A"
"1139","30052","919688","王健青",51,"评估事务所负责人"
"1139","30052","919689","章庆",52,"签字评估师A"
"1309","0_1035","919580","任澎",21,"保荐业务负责人"
"1309","0_1035","919583","李凌",22,"保荐代表人A"
"1309","0_1035","919584","张博文",23,"保荐代表人B"
"1309","20024","919598","王越豪",31,"会计事务所负责人"
"1309","20024","919599","耿振",32,"签字会计师A"
"1177","0_1023","882790","谈钟灵",24,"项目协办人"
"1177","20030","882803","余强",31,"会计事务所负责人"
"1177","20030","882804","朱广明",32,"签字会计师A"
"1177","20030","882805","周磊",33,"签字会计师B"
"1177","20030","882806","李成锐",34,"签字会计师C（或有）"
"1177","313200007205822566","882811","杨书庆",44,"签字律师C（或有）"
"1177","313200007205822566","882808","吴朴成",41,"律师事务所负责人"
"1177","313200007205822566","882809","徐蓓蓓",42,"签字律师A"
"1177","30047","882813","钱幽燕",51,"评估事务所负责人"
"1177","30047","882814","陈健",52,"签字评估师A"
"1177","30047","882815","陆学南",53,"签字评估师B（如有）"
"1177","30047","882816","周璇",54,"签字评估师C（如有）"
"1148","0_1033","906262","谌传立",21,"保荐业务负责人"
"1148","0_1033","906265","周耀飞",22,"保荐代表人A"
"1148","0_1033","906266","魏安胜",23,"保荐代表人B"
"1174","0_1049","886990","王世平",21,"保荐业务负责人"
"1174","0_1049","886993","李季秀",22,"保荐代表人A"
"1174","0_1049","886994","李立坤",23,"保荐代表人B"
"1309","20024","919600","皇甫滢",33,"签字会计师B"
"1309","11419","919603","颜华荣",41,"律师事务所负责人"
"1309","11419","919604","沈田丰",42,"签字律师A"
"1309","11419","919605","吴钢",43,"签字律师B"
"1309","11419","919606","沈志峰",44,"签字律师C（或有）"
"1185","0_1058","901639","王学春",21,"保荐业务负责人"
"1185","0_1058","901642","王艺霖",22,"保荐代表人A"
"1185","0_1058","901643","袁莉敏",23,"保荐代表人B"
"1185","0_1058","901644","何召鑫",24,"项目协办人"
"1185","20030","901658","黄继佳",32,"签字会计师A"
"1185","20030","901659","刘木勇",33,"签字会计师B"
"1185","20030","901657","余强",31,"会计事务所负责人"
"1185","10017","901662","章靖忠",41,"律师事务所负责人"
"1185","10017","901663","吕崇华",42,"签字律师A"
"1185","10017","901664","王淳莹",43,"签字律师B"
"1185","30063","901667","肖力",51,"评估事务所负责人"
"1185","30063","901668","楼俊诚",52,"签字评估师A"
"1185","30063","901669","郭云卫",53,"签字评估师B（如有）"
"1174","0_1049","886995","邱永升",24,"项目协办人"
"1174","20015","887008","杨志国",31,"会计事务所负责人"
"1174","20015","887009","王娜",32,"签字会计师A"
"1177","0_1023","882785","董捷",21,"保荐业务负责人"
"1177","0_1023","882788","王如意",22,"保荐代表人A"
"1177","0_1023","882789","岑圣锋",23,"保荐代表人B"
"1177","313200007205822566","882810","徐荣荣",43,"签字律师B"
"1174","20015","887010","鲁李",33,"签字会计师B"
"1174","10006","887013","张学兵",41,"律师事务所负责人"
"1174","10006","887014","陈益文",42,"签字律师A"
"1174","10006","887015","刘佳",43,"签字律师B"
"1174","10006","887016","岑梓彬",44,"签字律师C（或有）"
"1174","30050","887018","赵宇",51,"评估事务所负责人"
"1174","30050","887019","罗栋材",52,"签字评估师A"
"1268","0_1084","912657","王治鉴",21,"保荐业务负责人"
"1268","0_1084","912662","陈忱",24,"项目协办人"
"1256","0_1002","903169","宋谦",24,"项目协办人"
"1256","20007","903182","梁春",31,"会计事务所负责人"
"1256","20007","903183","胡宏",32,"签字会计师A"
"1256","10020","903188","陶旭东",42,"签字律师A"
"1256","10020","903189","张俊成",43,"签字律师B"
"1256","30038","903192","梁彬",51,"评估事务所负责人"
"1256","30038","903193","林小亮",52,"签字评估师A"
"1184","0_1035","903084","任澎",21,"保荐业务负责人"
"1184","0_1035","903087","黄科峰",22,"保荐代表人A"
"1184","0_1035","903088","吴志君",23,"保荐代表人B"
"1184","0_1035","903089","陈宇豪",24,"项目协办人"
"1184","20012","903102","肖厚发",31,"会计事务所负责人"
"1184","20012","903103","冉士龙",32,"签字会计师A"
"1184","20012","903104","袁慧馨",33,"签字会计师B"
"1184","20012","903105","曹静",34,"签字会计师C（或有）"
"1184","11428","903107","马国强",41,"律师事务所负责人"
"1184","11428","903108","于炜",42,"签字律师A"
"1184","11428","903109","朱军辉",43,"签字律师B"
"1184","11428","903110","李林",44,"签字律师C（或有）"
"1141","0_1095","918972","刘乃生",21,"保荐业务负责人"
"1141","0_1095","918975","刘凯",22,"保荐代表人A"
"1141","0_1095","918976","赵鑫",23,"保荐代表人B"
"1141","0_1095","918977","邓再强",24,"项目协办人"
"1141","20024","918990","杨克晶",31,"会计事务所负责人"
"1141","20024","918991","杨熹",32,"签字会计师A"
"1141","20024","918992","朱观清",33,"签字会计师B"
"1141","10006","918997","陈刚",43,"签字律师B"
"1141","10006","918998","石璁",44,"签字律师C（或有）"
"1141","10006","918995","张学兵",41,"律师事务所负责人"
"1141","10006","918996","郭晓丹",42,"签字律师A"
"1141","30026","919000","黄西勤",51,"评估事务所负责人"
"1141","30026","919001","岳修恒",52,"签字评估师A"
"1141","30026","919002","刘继成（已离职）",53,"签字评估师B（如有）"
"1012","0_1033","903845","谌传立",21,"保荐业务负责人"
"1012","0_1033","903849","韩培培",23,"保荐代表人B"
"1012","0_1033","903850","李艳",24,"项目协办人"
"1012","0_1033","903848","侯英刚",22,"保荐代表人A"
"1012","20024","903864","王振宇",32,"签字会计师A"
"1012","20024","903865","王昆",33,"签字会计师B"
"1012","20024","903863","周重揆",31,"会计事务所负责人"
"1012","10676","903868","韩强",41,"律师事务所负责人"
"1012","10676","903869","韩强",42,"签字律师A"
"1012","10676","903871","乔颖茜",44,"签字律师C（或有）"
"1012","10676","903870","王文肖",43,"签字律师B"
"1061","0_1096","889726","马尧",21,"保荐业务负责人"
"1061","0_1096","889729","张欢",22,"保荐代表人A"
"1061","0_1096","889730","张明慧",23,"保荐代表人B"
"1061","20015","889744","杨志国",31,"会计事务所负责人"
"1061","20015","889745","唐国骏",32,"签字会计师A"
"1061","20015","889746","孙丞润",33,"签字会计师B"
"1061","10006","889749","张学兵",41,"律师事务所负责人"
"1061","10006","889750","顾平宽",42,"签字律师A"
"1061","10006","889751","李亚东",43,"签字律师B"
"1061","10006","889752","苏付磊",44,"签字律师C（或有）"
"1061","10006","889753","唐周俊",45,"签字律师D（或有）"
"1061","30003","889754","赵向阳",51,"评估事务所负责人"
"1061","30003","889755","宋雷",52,"签字评估师A"
"1026","0_1034","898797","廖圣柱",21,"保荐业务负责人"
"1026","0_1034","898800","马志涛",22,"保荐代表人A"
"1026","0_1034","898801","徐明",23,"保荐代表人B"
"1026","0_1034","898802","张继春",24,"项目协办人"
"1148","10008","906286","李大鹏",42,"签字律师A"
"1134","0_1088","915090","陈琨",21,"保荐业务负责人"
"1134","0_1088","915093","赵慧琦",22,"保荐代表人A"
"1134","0_1088","915094","彭西方",23,"保荐代表人B"
"1134","0_1088","915095","李滚",24,"项目协办人"
"1134","20024","915108","吕苏阳",31,"会计事务所负责人"
"1134","20024","915109","罗训超",32,"签字会计师A"
"1134","20024","915110","郑忠鹏",33,"签字会计师B"
"1134","10003","915113","王丽",41,"律师事务所负责人"
"1134","10003","915114","官昌罗",42,"签字律师A"
"1256","0_1002","903164","廖笑非",21,"保荐业务负责人"
"1256","0_1002","903167","付有开",22,"保荐代表人A"
"1256","0_1002","903168","李泽业",23,"保荐代表人B"
"1256","20007","903184","黄灵丹",33,"签字会计师B"
"1256","10020","903187","华晓军",41,"律师事务所负责人"
"1256","30038","903194","朱淋云",53,"签字评估师B（如有）"
"1194","10032","918836","黄娜",42,"签字律师A"
"1194","10032","918837","程璇",43,"签字律师B"
"1192","0_1087","872386","卜俊骁",24,"项目协办人"
"1192","10020","872405","李辰亮",42,"签字律师A"
"1192","10020","872406","陶旭东",43,"签字律师B"
"1192","10020","872407","钱弋浅",44,"签字律师C（或有）"
"1192","30032","872409","俞华开",51,"评估事务所负责人"
"1192","30032","872410","韩桂华",52,"签字评估师A"
"1081","0_1032","912329","谢乐斌",21,"保荐业务负责人"
"1081","0_1032","912332","赵鑫",22,"保荐代表人A"
"1081","0_1032","912333","唐伟",23,"保荐代表人B"
"1081","0_1032","912334","张琦",24,"项目协办人"
"1081","20029","912351","李惠琦",31,"会计事务所负责人"
"1081","20029","912352","刘存有",32,"签字会计师A"
"1081","20029","912353","孟琦",33,"签字会计师B"
"1081","10003","912356","王丽",41,"律师事务所负责人"
"1081","10003","912357","李华",42,"签字律师A"
"1081","10003","912358","巩晓青",43,"签字律师B"
"1081","10003","912359","秦立男",44,"签字律师C（或有）"
"1081","30063","912361","肖力",51,"评估事务所负责人"
"1081","30063","912362","王瑞芳",52,"签字评估师A"
"1081","30063","912363","王捷",53,"签字评估师B（如有）"
"1146","0_1035","910837","薛阳",22,"保荐代表人A"
"1146","0_1035","910838","曹刘",23,"保荐代表人B"
"1146","0_1035","910839","程熙阳",24,"项目协办人"
"1146","0_1035","910834","任澎",21,"保荐业务负责人"
"1146","20025","910852","邱靖之",31,"会计事务所负责人"
"1146","20025","910853","韩雁光",32,"签字会计师A"
"1146","20025","910854","扶交亮",33,"签字会计师B"
"1146","20025","910855","汪海潮",34,"签字会计师C（或有）"
"1146","10004","910857","顾功耘",41,"律师事务所负责人"
"1146","10004","910858","张霞",42,"签字律师A"
"1146","10004","910859","常睿豪",43,"签字律师B"
"1146","10004","910860","于凌",44,"签字律师C（或有）"
"1146","30051","910862","徐伟建",51,"评估事务所负责人"
"1146","30051","910863","邓春辉",52,"签字评估师A"
"1273","0_1084","907581","刘奇",22,"保荐代表人A"
"1273","0_1084","907582","宁博",23,"保荐代表人B"
"1273","0_1084","907583","贺军伟",24,"项目协办人"
"1273","0_1084","907578","王治鉴",21,"保荐业务负责人"
"1273","20012","907596","肖厚发",31,"会计事务所负责人"
"1273","20012","907597","郑磊",32,"签字会计师A"
"1273","20012","907598","李朝蒙",33,"签字会计师B"
"1273","20012","907599","胡进福",34,"签字会计师C（或有）"
"1273","10009","907601","王玲",41,"律师事务所负责人"
"1273","10009","907602","黄任重",42,"签字律师A"
"1273","10009","907603","徐辉",43,"签字律师B"
"1273","30063","907606","肖力",51,"评估事务所负责人"
"1273","30063","907607","方强",52,"签字评估师A"
"1273","30063","907608","陈大海",53,"签字评估师B（如有）"
"1168","0_1095","918234","刘乃生",21,"保荐业务负责人"
"1168","0_1095","918237","谢思遥",22,"保荐代表人A"
"1168","0_1095","918238","赵润璋",23,"保荐代表人B"
"1168","0_1095","918239","杨浩",24,"项目协办人"
"1168","20007","918252","梁春",31,"会计事务所负责人"
"1168","20007","918253","何晶晶",32,"签字会计师A"
"1168","20007","918254","易群",33,"签字会计师B"
"1168","10008","918258","张学达",42,"签字律师A"
"1168","10008","918259","袁月云",43,"签字律师B"
"1168","30026","918262","黄西勤",51,"评估事务所负责人"
"1168","30026","918263","邢贵祥",52,"签字评估师A"
"1192","0_1087","872381","孙雷",21,"保荐业务负责人"
"1192","0_1087","872384","沈俊",22,"保荐代表人A"
"1192","0_1087","872385","张鼎",23,"保荐代表人B"
"1192","20024","872399","钟建国",31,"会计事务所负责人"
"1192","20024","872400","曹小勤",32,"签字会计师A"
"1194","0_1095","918815","曾琨杰",22,"保荐代表人A"
"1194","0_1095","918816","史记威",23,"保荐代表人B"
"1194","0_1095","918817","杨坚",24,"项目协办人"
